Year,Region,Agency Name,City,County,State,Attendance,Rescues - Total,Rescue - Rip,Rescue - Surf,Rescue - Swift,Rescues - Scuba,Primary Cause of Rescue - Others,Rescue - Cliff,Boat Rescues - Rescues,Boat Rescues - Passengers,Boat Rescues - Value,Boat Assists - Rescues,Boat Assists - Passengers,Boat Assists - Value,Prevents,Medical Aids - Total,Medical Aids - Major,Medical Aids - Minor,Drowning Deaths (Unguarded) - Total,Drowning Deaths (Unguarded) - Rip,Drowning Deaths (Unguarded) - Surf,Drowning Deaths (Unguarded) - Scuba,Drowning Deaths (Unguarded) - Drop-Off,Drowning Deaths (Unguarded) - Alc/Drugs,Drowning Deaths (Unguarded) - Ability,Drowning Deaths (Unguarded) - Floatation,Drowning Deaths (Unguarded) - Other,Drowning Deaths (Guarded) - Total,Drowning Deaths (Guarded) - Rip,Drowning Deaths (Guarded) - Surf,Drowning Deaths (Guarded) - Scuba,Drowning Deaths (Guarded) - Drop-Off,Drowning Deaths (Guarded) - Alc/Drugs,Drowning Deaths (Guarded) - Ability,Drowning Deaths (Guarded) - Floatation,Drowning Deaths (Guarded) - Other,Other Fatalities,Enforcements - Total,Enforcements - Warnings,Enforcements - Boat/PWC,Enforcements - Citations,Enforcements - Arrests,Lost/Found Persons,Public Education - Lectures,Public Education - Students,Demographics - Miles Guarded,Demographics - Miles Not Guarded,Demographics - Full-Time Employees,Demographics - Part-Time Employees,Demographics - Jr. Guards,Demographics - Agency Water Is,Demographics - Agency Coverage,Demographics - Avg. Weekday Towers Staffed,Demographics - Avg. Weekend Towers Staffed,Demographics - Avg. Distance Between Tower (yards),Demographics - # Rescue Vehicles,Demographics - Boat < 15,Demographics - Boat 15+,Demographics - PWC,Demographics - Non Motorized Rescue Craft
2015,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"1,875,366",93,90,3,0,0,,0,2,4,0,0,0,0,"32,687","3,946",30,"3,916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,948","16,948",0,0,0,16,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"2,074,651",92,56,0,0,0,,0,6,12,0,0,0,0,"48,867","2,742",29,"2,713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,988","19,988",0,0,0,19,14,286,1,1.25,16,27,18,Ocean,Year Round,8,8,175,4,0,0,1,0
2013,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"1,775,415",72,68,1,0,0,,0,0,0,0,3,0,0,"33,857",65,22,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,205","18,205",0,0,0,14,8,850,1,1,16,20,49,Ocean,Year Round,8,8,250,4,0,0,2,0
2012,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"1,822,688",51,43,3,0,0,,0,2,4,"10,000",2,3,"6,000","36,499",948,48,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,493","17,493",0,0,0,26,7,"2,425",1,0.5,15,23,-,Ocean,Year Round,8,8,250,4,0,0,1,0
2011,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"1,685,623",40,35,3,0,0,,0,2,4,"10,000",3,5,"15,000","24,349",844,44,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,607","17,607",0,0,0,22,18,"4,676",1,0.5,15,22,-,Ocean,Year Round,8,8,250,4,0,0,1,0
2010,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"1,459,744",77,72,5,0,0,,0,1,2,0,0,0,0,"41,695",429,29,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,553","14,503",50,0,0,10,40,"3,362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"1,424,015",59,53,6,0,0,,0,5,6,0,0,0,0,"32,877",451,51,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,333","16,183",150,0,0,11,50,"4,462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"1,361,910",56,52,4,0,0,,0,0,0,0,5,6,0,"36,243",467,67,400,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"15,114","15,069",45,0,0,12,17,"3,985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"1,229,474",91,80,11,0,0,,0,2,4,"10,000",0,0,0,"43,682",420,47,373,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"16,582","16,482",100,0,0,11,19,"2,630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"1,029,475",64,60,4,0,0,,0,4,6,0,0,0,0,"12,901",486,36,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,064","14,004",60,0,0,23,20,"3,330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"965,197",76,70,6,0,0,,0,3,7,0,4,8,0,"12,787",425,25,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,138","13,118",20,0,0,15,15,"3,670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"1,053,561",61,55,6,0,0,,0,1,3,0,0,0,0,"11,329",534,34,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,900","19,900",0,0,0,15,24,"4,240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"1,037,000",41,38,3,0,0,,0,3,6,0,0,0,0,"11,450",534,34,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,"3,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"1,021,374",29,29,0,0,0,,0,2,2,0,2,0,0,"7,844",256,26,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,174",0,0,0,0,7,19,"3,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"972,581",55,52,3,0,0,,0,0,0,0,3,6,0,"12,500",288,38,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,442","10,431",11,0,0,15,36,"7,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"1,046,339",35,32,3,0,0,,0,0,0,0,4,0,0,"36,060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,870","11,870",0,0,0,6,77,"5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"2,525,248",96,96,0,0,0,,0,0,0,0,0,0,0,"14,018",26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"942,357",97,37,9,0,0,,0,0,0,0,3,7,0,"37,487",47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,014","12,014",0,0,0,22,12,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"860,470",80,57,3,0,2,,0,6,9,0,0,0,0,"32,320",121,11,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,788","4,536",252,0,0,7,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"955,000",129,118,9,0,0,,0,4,0,0,2,0,0,"33,472","2,065",20,"2,045",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,12,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"919,644",85,80,5,0,0,,0,1,2,"11,000",0,0,0,"36,033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"11,833","11,833",0,0,0,18,18,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"1,120,230",89,0,0,0,0,,0,3,0,0,0,0,0,"31,710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"940,000",78,0,0,0,0,,0,13,0,0,0,0,0,"35,028",29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"1,006,358",25,0,0,0,0,,0,5,0,0,0,0,0,"37,730",30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Southeast,"Delray Beach Ocean Rescue, City of, Florida",Delray Beach,Palm Beach County,Florida,"1,067,542",9,0,0,0,0,,0,183,367,0,0,0,0,"18,544",131,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,South-Atlantic,"Destin Fire Control District, Florida",Destin,Okaloosa County,Florida,"2,219,467",149,130,3,0,0,16,0,0,0,0,0,0,0,"256,747",466,80,386,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,50,0,0,108,0,0,7,0,5,70,40,Ocean,Year Round,6,6,500,10,0,0,3,0
2021,South-Atlantic,"Destin Fire Control District, Florida",Destin,Okaloosa County,Florida,"1,892,189",285,285,0,0,0,0,0,0,0,0,0,0,0,"157,516",496,57,439,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,154,0,0,6,1,1,65,40,Ocean,Seasonal,12,12,800,8,0,0,3,24
2020,South-Atlantic,"Destin Fire Control District, Florida",Destin,Okaloosa County,Florida,"1,506,265",167,167,0,0,0,0,0,1,9,0,0,0,0,"136,374",263,37,226,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,355,0,0,191,0,0,6,1,1,65,40,Ocean,Seasonal,12,12,800,8,0,0,3,24
2019,South-Atlantic,"Destin Fire Control District, Florida",Destin,Okaloosa County,Florida,"2,157,695",184,0,0,0,0,,0,0,0,0,0,0,0,"166,154","1,032",67,965,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,1,1,60,50,Ocean,Seasonal,12,14,500,6,0,0,1,0
2018,South-Atlantic,"Destin Fire Control District, Florida",Destin,Okaloosa County,Florida,"2,501,772",434,0,0,0,0,,0,0,0,0,0,0,0,"149,196",144,32,112,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,76,0,76,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,South-Atlantic,"Destin Fire Control District, Florida",Destin,Okaloosa County,Florida,"2,097,224",162,0,0,0,0,,0,0,0,0,0,0,0,"103,752",176,34,142,2,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,1,0,109,0,109,0,0,128,0,0,6,1,1,60,80,Ocean,Seasonal,6,6,"1,000",7,0,0,3,0
2016,South-Atlantic,"Destin Fire Control District, Florida",Destin,Okaloosa County,Florida,"2,420,850",121,119,2,0,0,,0,0,0,0,0,0,0,"61,783",0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,263,0,263,0,0,97,641,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,South-Atlantic,"Destin Fire Control District, Florida",Destin,Okaloosa County,Florida,"2,598,287",231,201,30,0,0,,0,0,0,0,0,0,0,"63,809",585,65,520,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,348,0,348,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,South-Atlantic,"Destin Fire Control District, Florida",Destin,Okaloosa County,Florida,"2,462,259",60,55,5,0,0,,0,0,0,0,0,0,0,"154,516",645,123,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,206",0,"6,206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,South-Atlantic,"Destin Fire Control District, Florida",Destin,Okaloosa County,Florida,"2,220,771",119,0,0,0,0,,0,0,0,0,0,0,0,"82,119",380,55,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,0,708,0,0,387,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,South-Atlantic,"Destin Fire Control District, Florida",Destin,Okaloosa County,Florida,"2,222,478",122,122,0,0,0,,0,0,0,0,0,0,0,"63,444",561,152,409,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"2,135",0,"2,135",0,0,285,0,"1,568",7,2,1,40,-,Ocean,Seasonal,7,7,0,7,0,0,2,0
2011,South-Atlantic,"Destin Fire Control District, Florida",Destin,Okaloosa County,Florida,"2,454,820",163,159,4,0,0,,0,0,0,0,0,0,0,"61,754",601,179,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,636",0,"2,636",0,0,343,0,"2,040",6,1,1,40,-,Ocean,Seasonal,3,3,"3,200",9,0,0,1,0
2010,South-Atlantic,"Destin Fire Control District, Florida",Destin,Okaloosa County,Florida,"1,351,468",318,300,0,0,0,,0,0,0,0,0,0,0,"38,801",754,328,426,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"2,128",0,"2,128",0,0,276,10,"1,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,South-Atlantic,"Destin Fire Control District, Florida",Destin,Okaloosa County,Florida,"1,761,691",121,115,6,0,0,,0,0,0,0,0,0,0,0,782,277,505,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,213",0,"3,213",0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,South-Atlantic,"Destin Fire Control District, Florida",Destin,Okaloosa County,Florida,"1,823,765",195,190,2,0,0,,0,0,0,0,0,0,0,"65,471",553,101,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,833",0,"2,833",0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,South-Atlantic,"Destin Fire Control District, Florida",Destin,Okaloosa County,Florida,"1,838,954",80,79,1,0,0,,0,0,0,0,0,0,0,"59,951",449,68,381,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"2,834",0,"2,834",0,0,0,"11,495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,South-Atlantic,"Destin Fire Control District, Florida",Destin,Okaloosa County,Florida,"2,181,230",33,32,0,0,1,,0,0,0,0,0,0,0,"20,231",269,32,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,874",0,"4,874",0,0,138,"2,547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,South-Atlantic,"Kitty Hawk, Ocean Rescue, North Carolina",Kitty Hawk,Dare County,North Carolina,"640,000",71,54,11,0,0,3,0,3,3,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,4,0,1,10,0,"Ocean, Open Water",Seasonal,4,4,"1,100",5,1,0,2,3
2023,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"400,000",17,6,10,0,0,0,0,0,0,0,0,0,0,"1,080",45,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"1,269",3,0,0,12,15,110,1,0,1,63,110,"Ocean, Bay",Seasonal,15,17,100,4,1,0,5,15
2021,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"395,000",14,8,6,0,0,,0,0,0,$0,0,0,$0,696,61,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,8,0,0,12,120,1.1,0,1,54,120,Ocean,Seasonal,15,17,66,3,0,0,0,6
2020,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"400,000",37,29,8,0,0,,0,0,0,0,0,0,0,"1,130",56,35,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,900,3,12,4,21,12,120,1,0,1,54,120,Ocean,Seasonal,15,17,66,3,0,0,0,6
2019,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"600,300",30,18,12,0,0,,0,1,1,"8,000",0,0,0,600,59,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,400,6,11,3,12,12,120,1,0,1,54,120,Ocean & Lake,Seasonal,15,17,66,3,0,0,0,6
2018,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"600,000",42,20,22,0,0,,0,1,1,"2,000",0,0,0,"1,010",52,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,220,6,7,2,14,12,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"590,000",27,20,7,0,0,,0,0,0,0,0,0,0,54,64,38,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,478,8,12,1,11,16,150,1,0,1,50,150,Ocean,Seasonal,15,16,75,3,1,0,8,5
2016,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"580,000",26,13,13,0,0,,0,0,0,0,0,0,0,0,82,48,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,432,12,11,6,16,106,170,1,0,1,49,175,Ocean,Seasonal,14,17,75,3,1,0,8,5
2015,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"600,500",57,24,33,0,0,,0,0,0,0,0,0,0,620,102,60,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,363,350,4,0,9,26,16,180,1,0,1,49,120,Ocean,Seasonal,14,16,75,2,1,0,8,5
2014,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"600,000",29,9,20,0,0,,0,0,0,0,0,0,0,600,101,48,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,120,8,24,6,0,15,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"600,000",47,26,21,0,0,,0,0,0,0,0,0,0,720,111,33,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,184,11,18,4,19,23,220,1,0,1,49,220,Ocean,Seasonal,14,16,67,2,0,0,1,8
2012,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"528,000",39,0,0,0,0,,0,0,0,0,0,0,0,"8,100",105,43,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,72,30,23,0,25,16,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"159,000",41,30,8,0,0,,0,0,0,0,3,3,"3,500","1,400",92,59,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,52,23,21,0,34,16,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"169,500",28,7,21,0,0,,0,3,6,0,0,0,0,"1,130",145,58,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,23,32,25,0,44,16,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"648,000",29,19,10,0,0,,0,2,0,"4,500",0,0,0,500,146,77,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,34,12,29,0,0,6,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,0,37,0,37,0,0,,0,0,0,0,0,0,0,7,147,54,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"725,000",7,7,0,0,0,,0,0,0,0,0,0,0,0,164,33,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"7,500",20,0,16,4,0,,0,0,0,0,0,0,0,0,228,68,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"700,000",18,18,0,0,0,,0,0,0,0,1,0,0,0,158,49,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"675,000",18,18,0,0,0,,0,0,0,0,1,0,0,0,119,36,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"650,000",13,13,0,0,0,,0,0,0,0,0,0,0,28,82,23,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"732,550",117,0,0,0,0,,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"6,370",188,188,0,0,0,,0,1,1,0,0,0,0,"9,600",54,35,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,521,12,0,3,67,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"550,000",51,25,26,0,0,,0,0,0,0,0,0,0,31,25,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,"550,000",128,110,18,0,0,,0,0,0,0,0,0,0,19,33,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Mid-Atlantic,"Dewey Beach Patrol, Delaware",Dewey Beach,Sussex County,Delaware,0,84,0,0,0,0,,0,0,0,0,0,0,0,0,74,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Mid-Atlantic,"Long Beach Township, New Jersey",Long Beach Township - NJ,Ocean County,New Jersey,"363,467",82,59,23,0,0,0,0,3,3,500,500,3,500,127,67,31,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,3,1,1,12,"1,100","300,000",12,6,4,2,88,"Ocean, Open Water",Seasonal,50,55,700,21,2,0,3,70
2021,Mid-Atlantic,"Diamond Beach Patrol, Wildwood, New Jersey",Wildwood,Cape May County,New Jersey,"10,000",20,10,10,0,0,0,0,0,0,0,0,0,0,80,20,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,10,0,Ocean,Seasonal,1,1,40,1,0,0,0,1
2020,Mid-Atlantic,"Diamond Beach Patrol, Wildwood, New Jersey",Wildwood,Cape May County,New Jersey,"7,000",32,19,7,0,0,,0,0,0,0,0,0,0,66,23,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,0,1,0,8,2,-,Ocean,Seasonal,1,1,40,0,0,0,0,1
2019,Mid-Atlantic,"Diamond Beach Patrol, Wildwood, New Jersey",Wildwood,Cape May County,New Jersey,"6,000",21,16,5,0,0,,0,0,0,0,0,0,0,72,18,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,0,1,0,0,5,-,Ocean,Seasonal,1,1,40,0,0,0,0,1
